###################################################################################
#
# Mesen Game Database
#
# Automatically generated database based on Nestopia's DB and NesCartDB
#
# Generated on 2020-05-02 using:
#     -NewRisingSun's NES 2.0 header database (2020-04-26) https://forums.nesdev.com/viewtopic.php?f=3&t=19940&p=248796
#     -NesCartDB (dated 2017-08-21)
#     -Nestopia UE's latest DB (dated 2015-10-22)
#
# Fields: CRC; System; Board; PCB; Chip; Mapper; PrgRomSize; ChrRomSize; ChrRamSize; WorkRamSize; SaveRamSize; Battery; Mirroring; Controller Type; Bus Conflicts; SubMapper; VsSystemType; PpuModel
#
###################################################################################
B7CC8FA4;Ntsc;;;;11;64;64;0;0;0;0;v;1;;0;;
B7D69A6D;Ntsc;NES-TKEPROM;NES-TKEPROM-01;MMC3A;4;128;128;0;0;8;1;h;1;;0;;
B7F28915;Famicom;BANDAI-LZ93D50+24C01;DRAGON BALL Z-B;FCG-3;159;128;128;0;0;0;1;h;1;;0;;
B7F39933;Pal;NES-UNROM;NES-UNROM-10;;2;128;0;8;0;0;0;v;1;;2;;
B80192B7;Pal;NES-UNROM;NES-UNROM-10;;2;128;0;8;0;0;0;v;1;;2;;
B807446E;Famicom;;;;3;32;32;;0;0;0;v;;;;;
B811C054;Famicom;HVC-CNROM;CN-04B;;3;32;32;0;0;0;0;h;33;;2;;
B81E574D;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
B834EB30;Famicom;HVC-UNROM;HVC-UNROM-02;;2;128;0;8;0;0;0;v;1;;2;;
B83E8873;Ntsc;UNL-D1038;;;59;128;64;0;0;0;0;h;1;;0;;
B84035A7;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
B843EB84;Ntsc;NES-UNROM;NES-UNROM-09;;2;128;0;8;0;0;0;v;1;;2;;
B84A73CC;Ntsc;;;;4;512;0;8;0;8;1;h;1;;0;;
B8535CA3;Famicom;;;;0;16;8;0;0;0;0;v;1;;0;;
B8637E90;Ntsc;;;;0;16;0;8;0;0;0;h;1;;0;;
B8747ABF;Famicom;;;;1;256;0;8;0;32;1;h;33;;0;;
B87AB35A;Famicom;HVC-NROM-128;3A;;0;16;8;0;0;0;0;v;1;;0;;
B88866EC;Ntsc;;;;4;256;256;0;8;0;0;h;1;;0;;
B89888C9;Ntsc;CAMERICA-ALGQ;ALGQV1-1;;232;256;0;8;0;0;0;v;1;;0;;
B8A6A11A;Ntsc;;;;52;512;512;0;0;0;0;h;1;;0;;
B8B9ACA3;Ntsc;NES-NROM-128;NES-NROM-128-01;;0;16;8;0;0;0;0;v;8;;0;;
B8D931FE;Ntsc;;;;355;32;0;8;0;0;0;v;1;;0;;
B8DAD5D2;Ntsc;;;;79;64;64;0;0;0;0;h;1;;0;;
B8FCD425;Dendy;;;;176;512;128;8;0;32;1;h;1;;0;;
B90C56BE;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
B918580C;Ntsc;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
B93B1326;Ntsc;;;;5;64;8;0;0;0;0;h;1;;0;;
B9582F60;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
B95E9E7F;Ntsc;NES-PNROM;NES-PNROM-05;MMC2;9;128;128;0;0;0;0;h;1;;0;;
B960B13C;Ntsc;;;;25;128;128;0;0;0;0;h;1;;1;;
B96F8321;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
B973E65B;VT369;;;;256;8192;0;0;8;0;0;h;1;;15;;
B976219A;Famicom;HVC-TLROM;HVC-TLROM-04;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
B9762DA8;Ntsc;NES-CNROM;NES-CNROM-07;;3;32;32;0;0;0;0;v;1;;2;;
B979CAD5;Famicom;IREM-G101;FC-00-016;G-101;32;128;128;0;0;0;0;h;1;;0;;
B97A0DC7;VT02;;;;256;4096;0;0;0;0;0;h;1;;0;;
B97BFDD7;Ntsc;;;;3;32;32;0;0;0;0;h;2;;2;;
B97F8CE5;VT02;;;;256;4096;0;0;0;0;0;h;42;;0;;
B9876BA4;Ntsc;;;;376;512;512;0;0;0;0;h;1;;0;;
B99F6CD0;Playchoice;;;;0;32;8;0;0;0;0;v;1;;0;;
B9AA4EEB;Ntsc;;;;4;256;256;0;0;0;0;h;1;;0;;
B9AB06AA;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
B9AF1DA3;Dendy;;;;4;256;256;0;0;8;1;h;1;;0;;
B9B4D9E0;Ntsc;NES-TLSROM;NES-TLSROM-01;MMC3B;118;128;128;0;0;0;0;h;2;;0;;
B9B7090A;Famicom;;;;45;256;0;8;0;0;0;h;42;;0;;
B9C20634;Famicom;;;;0;16;8;;0;0;0;h;;;;;
B9CF171F;Ntsc;NES-SL3ROM;NES-SL3ROM-02;MMC1B2;1;256;128;0;0;0;0;h;1;;0;;
B9DC755E;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
B9FC30D2;VT03;;;;256;32;0;0;0;0;0;h;1;;0;;
B9FD16E1;Famicom;;;;3;32;32;;0;0;0;h;;;;;
BA1BEFD1;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
BA29435A;Dendy;;;;176;256;256;0;0;32;1;h;1;;0;;
BA322865;Ntsc;NES-SKROM;NES-SKROM-02;MMC1A;1;128;128;0;0;8;1;h;1;;0;;
BA327FD9;Pal;NES-JSROM;NES-JSROM-01;FME-7;69;128;256;0;8;0;0;h;1;;0;;
BA392DA2;Ntsc;;;;2;64;0;8;0;0;0;v;1;;2;;
BA3A28AC;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
BA433EBB;Dendy;;;;4;256;256;0;0;0;0;h;1;;0;;
BA43568A;Famicom;TAITO-X1-005;P3-036-1;X1-005;80;128;128;0;0;0;1;h;1;;0;;
BA4CCAC0;Ntsc;;;;0;32;0;8;0;0;0;h;1;;0;;
BA4E54A6;Ntsc;;;;215;512;512;0;0;0;0;h;1;;0;;
BA51AC6F;Famicom;IREM-HOLYDIVER;UNK-IF-12;;78;128;128;0;0;0;0;h;1;;3;;
BA58ED29;Famicom;HVC-SGROM;HVC-SGROM-03;MMC1A;1;256;0;8;0;0;0;h;1;;0;;
BA6CA54A;Ntsc;;;;4;128;64;0;0;0;0;h;1;;0;;
BA766EC6;Famicom;HVC-SNROM;HVC-SNROM-09;MMC1B2;1;256;0;8;0;8;1;h;1;;0;;
BA8BDB77;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
BA96C270;Ntsc;;;;3;32;32;0;0;0;0;h;1;;2;;
BAAAE9E8;Famicom;;;;0;32;8;;0;0;0;v;;;;;
BAACF521;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
BABA0D94;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
BABE5C1C;Dendy;;;;15;1024;0;8;0;8;1;h;1;;0;;
BAC36179;Famicom;;;;11;64;64;;0;0;0;v;;;;;
BACA10A9;Famicom;TAITO-TC0190FMC;AKIRA;TC0190FMC;33;128;256;0;0;0;0;h;1;;0;;
BAD36C17;Famicom;;;;4;128;128;0;8;0;0;h;1;;0;;
BAD43EAF;Dendy;;;;268;256;256;0;0;8;1;h;1;;0;;
BAD43FD6;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
BAEBA201;Famicom;HVC-SNROM;HVC-SNROM-09;MMC1B3;1;256;0;8;0;8;1;h;1;;0;;
BAF657B2;Ntsc;;;;4;32;32;0;0;0;0;h;1;;0;;
BB023284;Ntsc;;;;121;512;512;0;0;0;0;h;1;;0;;
BB033B3C;Ntsc;;;;30;512;0;32;0;0;1;v;1;;0;;
BB0F2A16;Ntsc;;;;1;64;32;0;8;0;0;h;1;;0;;
BB0F2D56;Ntsc;;;;132;64;32;0;0;0;0;v;1;;0;;
BB1B892A;Ntsc;;;;0;16;0;8;0;0;0;h;1;;0;;
BB435255;Famicom;HVC-SNROM;HVC-SNROM-09;MMC1B2;1;256;0;8;0;8;1;h;1;;0;;
BB4569FA;Ntsc;;;;2;64;0;8;0;0;0;v;1;;2;;
BB473A41;Famicom;;;;3;32;32;;0;0;0;v;;;;;
BB63540A;Ntsc;BADROM;;;65000;0;;;0;0;0;;;;;;
BB6D7949;Ntsc;NES-TLROM;NES-TLROM-03;MMC3B;4;256;256;0;0;0;0;h;1;;0;;
BB7F0D69;Ntsc;;;;361;512;512;0;0;0;0;h;3;;0;;
BB7F829A;Famicom;HVC-ELROM;HVC-ELROM-01;MMC5;5;128;128;0;0;0;0;h;1;;0;;
BBA545BB;Ntsc;;;;4;128;128;0;8;0;0;h;1;;0;;
BBA56C07;Ntsc;;;;1;128;128;0;0;8;1;h;1;;0;;
BBA58BE5;Famicom;;;;70;128;128;0;0;0;0;v;14;;0;;
BBAB3A61;Dendy;;;;163;512;0;8;0;8;1;v;1;;0;;
BBB710D9;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;256;256;0;0;0;0;h;1;;0;;
BBE40DC4;Ntsc;COLORDREAMS-74*377;UNK-COLORDREAMS-REVA;;11;64;16;0;0;0;0;v;8;;0;;
BBEC4067;Ntsc;;;;319;128;64;0;0;0;0;h;42;;0;;
BBED6E6E;Ntsc;NES-CNROM;NES-CN-ROM-256-02;;3;32;16;0;0;0;0;h;1;;2;;
BBF464EB;Ntsc;;;;79;64;16;0;0;0;0;v;1;;0;;
BBFBECBC;Ntsc;;;;176;512;512;0;0;0;0;h;1;;0;;
BBFE23F4;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
BC06543C;Ntsc;NTDEC-N715062;N715062;;0;16;8;0;0;0;0;v;1;;0;;
BC0E9F1B;VT32;;;;296;65536;0;8;8;0;0;h;42;;0;;
BC11E61A;Famicom;NAMCOT-163;111F0;163;19;128;128;0;0;0;1;h;1;;2;;
BC1FBD7B;Famicom;;;;1;128;;8;0;0;0;;;;;;
BC241871;Ntsc;;;;121;256;256;0;0;0;0;h;1;;0;;
BC25A18B;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
BC33839E;Ntsc;;;;121;128;256;0;0;0;0;h;1;;0;;
BC383C09;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
BC4AC7FE;Dendy;;;;176;512;256;8;0;32;1;h;1;;0;;
BC53885D;Ntsc;;;;1;128;128;0;0;8;1;h;1;;0;;
BC571CA7;Ntsc;;;;4;128;256;0;0;8;1;h;1;;0;;
BC5DFDE8;Ntsc;;;;1;128;128;0;0;0;0;h;1;;0;;
BC63D3FB;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
BC66994F;Famicom;;;;62;2048;1024;;0;0;0;;;;;;
BC7364BB;Ntsc;;;;4;256;128;0;0;0;0;h;1;;0;;
BC7485B5;Pal;;;;1;128;0;8;0;8;1;h;1;;0;;
BC7562A6;Dendy;;;;164;1024;0;8;0;0;1;h;1;;1;;
BC7B1D0F;Famicom;TAITO-TC0190FMC;J9100234A;TC0190FMC;33;128;256;0;0;0;0;h;1;;0;;
BC7ECBB8;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
BC7FEDB9;Ntsc;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
BC80FB52;Famicom;HVC-EKROM;HVC-EKROM-01;MMC5;5;256;256;0;0;8;1;h;1;;0;;
BC9BB6C1;Famicom;UNL-CC-21;;;27;32;8;0;0;0;0;h;1;;0;;
BC9BFFCB;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;8;;0;;
BCACBBF4;Ntsc;NES-TLROM;NES-TLROM-03;MMC3B;4;128;256;0;0;0;0;h;1;;0;;
BCC91AB3;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
BCCFEF1C;Pal;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
BCD17C1D;Dendy;;;;224;256;256;0;0;8;1;h;1;;0;;
BCD77B6F;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
BCE77871;Ntsc;NES-CNROM;NES-CNROM-07;;3;32;32;0;0;0;0;v;1;;2;;
BCF68611;Famicom;;;;1;128;0;8;0;0;0;h;1;;0;;
BD018F0F;Ntsc;;;;143;32;8;0;0;0;0;v;1;;0;;
BD139BE7;Ntsc;;;;11;64;64;0;0;0;0;v;1;;0;;
BD14FCFB;Dendy;;;;1;128;128;;0;0;0;;;;;;
BD154C3E;Ntsc;CAMERICA-BF9093;BIC-41;BF9093;71;256;0;8;0;0;0;v;1;;0;;
BD1A6751;Famicom;;;;0;32;8;;0;0;0;v;;;;;
BD25BDC0;Famicom;;;;49;512;512;;0;0;0;;;;;;
BD2694F8;Ntsc;;;;516;512;512;0;0;0;0;h;1;;0;;
BD29178A;Ntsc;AVE-MB-91;MB-91«A»;;79;32;32;0;0;0;0;h;1;;0;;
BD339E75;Pal;NES-UOROM;NES-UOROM-02;;2;256;0;8;0;0;0;v;1;;2;;
BD4AE813;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
BD50F230;Famicom;HVC-TLROM;HVC-TLROM-04;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
BD523011;Famicom;NAMCOT-175;ICM60-26-K;175;210;256;256;0;0;0;0;h;1;;1;;
BD75199E;VT03;;;;256;32;0;0;0;0;0;h;1;;0;;
BD75ED79;Ntsc;;;;71;64;0;8;0;0;0;v;2;;0;;
BD79514D;Ntsc;;;;4;256;256;0;0;0;0;h;1;;0;;
BD79C0DE;Ntsc;;;;226;512;0;8;0;0;0;h;42;;0;;
BD9D0E85;Famicom;HVC-UNROM;HVC-UNROM-03;;2;128;0;8;0;0;0;v;1;;2;;
BDA183BB;Ntsc;;;;4;256;256;0;0;0;0;h;1;;0;;
BDA7925E;Famicom;TAITO-74*139/74;FC-009;;87;32;16;0;0;0;0;h;1;;0;;
BDA8F8E4;Famicom;BANDAI-74*161/161/32;BA オニ-2;;152;128;128;0;0;0;0;h;1;;0;;
BDBE3C96;Famicom;UNL-603-5052;;;238;128;256;0;0;0;0;h;1;;0;;
BDC124E5;Famicom;HVC-TNROM;HVC-TNROM-02;MMC3C;4;256;0;8;0;8;1;h;1;;0;;
BDC65C91;Famicom;;;;4;128;256;;0;0;0;;;;;;
BDD73167;Famicom;;;;163;2048;;8;0;8;1;v;;;;;
BDE3AE9B;Famicom;HVC-GNROM;GN-01C;;66;128;32;0;0;0;0;v;1;;0;;
BDE7A7B5;Ntsc;AVE-NINA-06;NINA-06;;79;32;32;0;0;0;0;v;1;;0;;
BDE93999;Ntsc;NES-SLROM;NES-SLROM-05;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
BDF046EF;Ntsc;NES-AMROM;NES-AMROM-01;;7;128;0;8;0;0;0;h;1;;2;;
BDF9BA9B;Ntsc;;;;3;32;16;0;0;0;0;v;1;;2;;
BDFFA40A;VT03;;;;270;32768;0;0;0;0;0;h;42;;1;;
BE003042;Ntsc;;;;4;32;8;0;0;0;0;h;1;;0;;
BE05120A;Ntsc;;;;176;512;512;0;0;0;0;h;1;;0;;
BE06853F;Famicom;;;;157;256;0;8;0;0;0;h;1;;0;;
BE0A5EBE;Ntsc;;;;114;256;256;0;0;0;0;h;1;;0;;
BE0E93C3;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
BE17E27B;Famicom;;;;150;64;64;0;0;0;0;h;1;;0;;
BE191844;Playchoice;;;;0;16;8;0;0;0;0;h;1;;0;;
BE1A8FCB;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
BE250388;Ntsc;NES-TKROM;NES-TKROM-10;MMC3C;4;128;128;0;0;8;1;h;1;;0;;
BE25460F;Ntsc;;;;4;128;256;0;0;0;0;h;1;;0;;
BE2E1A20;Famicom;;;;57;128;128;0;0;0;0;h;1;;0;;
BE387AF0;Ntsc;NES-CNROM;NES-CN-ROM-256-05;;3;16;16;0;0;0;0;h;1;;2;;
BE3BF3B3;Ntsc;NES-SNROM;NES-SNROM-05;MMC1B2;1;256;0;8;0;8;1;h;1;;0;;
BE5A1D57;Ntsc;;;;113;64;64;0;0;0;0;h;1;;0;;
BE898565;Playchoice;;;;2;128;;8;0;0;0;v;;;;;
BE8A744D;Famicom;;;;0;16;8;;0;0;0;h;;;;;
BE95B219;Ntsc;;;;2;128;0;8;0;0;0;v;1;;2;;
BE9EE1EC;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
BEB15855;Ntsc;NES-CNROM;NES-CN-ROM-256-05;;3;32;32;0;0;0;0;v;1;;2;;
BEB30478;Famicom;JALECO-JF-01;JF-01;;0;16;8;0;0;0;0;h;1;;0;;
BEB8AB01;Ntsc;NES-GNROM;NES-GN-ROM-01;;66;128;32;0;0;0;0;v;8;;0;;
BED47813;Pal;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
BED50E23;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
BEDECC17;Ntsc;;;;0;32;0;8;0;0;0;v;1;;0;;
BEE1C0D9;Ntsc;NES-TSROM;NES-TSROM-07;MMC3B;4;128;256;0;8;0;0;h;1;;0;;
BEE30C5F;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
BEE54426;Ntsc;AVE-MB-91;MB-91«H»;;79;64;64;0;0;0;0;v;1;;0;;
BEFE5480;Dendy;;;;177;1024;0;8;0;8;1;h;1;;0;;
BF044D72;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
BF09DA6F;Ntsc;UNL-D1038;;;59;128;64;0;0;0;0;h;1;;0;;
BF0C485D;Ntsc;;;;3;32;32;0;0;0;0;h;1;;2;;
BF116A4B;VT03;;;;256;32;0;0;0;0;0;h;1;;0;;
BF250AF2;Ntsc;NES-NROM-256;NES-NROM-256-02;;0;32;8;0;0;0;0;h;1;;0;;
BF31508D;Ntsc;;;;176;512;512;0;0;0;0;h;1;;0;;
BF3635CF;Famicom;HVC-UNROM;HVC-UNROM-01;;2;128;0;8;0;0;0;v;1;;2;;
BF4E9925;Dendy;;;;4;256;256;0;0;0;0;h;1;;0;;
BF4F4BA6;Famicom;HVC-TLROM;HVC-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
BF6418AA;Ntsc;;;;3;32;16;0;0;0;0;v;1;;2;;
BF6E95F5;Dendy;;;;176;512;256;8;0;32;1;h;1;;0;;
BF700470;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
BF78E8C1;Ntsc;;;;4;256;256;0;0;0;0;h;1;;0;;
BF7F54B4;Famicom;;;;4;256;128;0;0;8;1;h;1;;0;;
BF888B75;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
BF93112A;Famicom;;;;1;128;128;0;0;0;0;h;1;;0;;
BF94797A;Ntsc;;;;1;128;128;0;0;0;0;h;1;;0;;
BFAD7E0F;Ntsc;;;;1;128;128;0;0;8;1;h;1;;0;;
BFAFFB62;Ntsc;;;;4;256;256;0;0;0;0;h;1;;0;;
BFBFD25D;Ntsc;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
BFC7A2E9;Famicom;;;;16;128;256;0;0;0;0;h;1;;4;;
BFDE180C;Famicom;;;;116;128;512;0;0;0;0;h;1;;0;;
BFF1D847;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
BFF7C60C;Dendy;;;;176;512;0;8;0;32;1;h;1;;0;;
C0103592;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;256;128;0;0;0;0;h;1;;0;;
C0303AA3;Dendy;;;;242;512;0;8;0;8;1;h;1;;0;;
C040D416;Dendy;;;;58;128;64;0;0;0;0;h;1;;0;;
C042B605;Ntsc;;;;4;32;16;0;0;0;0;h;1;;0;;
C043A8DF;Dendy;;;;176;128;64;0;0;0;0;h;38;;0;;
C045A36E;Ntsc;;;;108;32;16;0;0;0;0;v;1;;4;;
C04D330D;Dendy;;;;176;256;256;0;0;32;1;h;1;;0;;
C05A365B;Famicom;HVC-NROM-256;3E;;0;32;8;0;0;0;0;h;1;;0;;
C05A63B2;Pal;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;2;;0;;
C060ED0A;Famicom;;;;1;256;128;0;0;0;0;h;1;;0;;
C06C9AF7;Ntsc;;;;176;512;512;0;0;0;0;h;1;;0;;
C06FACFC;Famicom;;;;150;32;32;0;0;0;0;h;1;;0;;
C076D66F;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
C07CD2CE;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
C09227A0;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
C0A650F8;Ntsc;;;;7;256;0;8;0;0;0;h;1;;2;;
C0A76428;Dendy;;;;241;1024;0;8;8;0;0;v;38;;0;;
C0A78DB1;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
C0B23520;Ntsc;NES-CNROM;NES-CN-ROM-256-05;;3;32;32;0;0;0;0;v;1;;2;;
C0BACDD7;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
C0BFE9D1;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
C0E4FEF5;Ntsc;;;;61;256;0;8;0;0;0;h;1;;0;;
C0EDEDD0;Pal;NES-UNROM;NES-UNROM-09;;2;128;0;8;0;0;0;v;1;;2;;
C0F1B98A;Ntsc;;;;0;32;0;8;0;0;0;h;1;;0;;
C0F251EA;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;256;256;0;0;0;0;h;1;;0;;
C0FB91AC;Famicom;;;;2;128;;8;0;0;0;v;;;;;
C115A022;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
C1324BF4;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
C1391218;Ntsc;;;;4;32;8;0;0;0;0;h;1;;0;;
C155128F;Dendy;;;;176;256;256;0;0;32;1;h;1;;0;;
C156ACEE;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
C1711414;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
C1719664;Famicom;;;;155;128;128;0;8;0;0;h;1;;0;;
C1739923;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
C18A7BCB;Ntsc;BMC-FK23C;;;176;512;512;0;0;0;0;h;1;;0;;
C1925634;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
C197B914;Ntsc;;;;83;128;256;0;0;0;0;h;1;;0;;
C1980560;Dendy;;;;4;32;8;0;0;0;0;h;1;;0;;
C1B09C1B;Ntsc;;;;362;512;512;0;0;0;0;h;1;;0;;
C1B43207;Ntsc;NES-AMROM;NES-AMROM-01;;7;128;0;8;0;0;0;h;2;;2;;
C1B79B14;Ntsc;;;;79;32;32;0;0;0;0;v;1;;0;;
C1BA8BB9;Famicom;;;;4;256;0;8;0;8;1;h;22;;0;;
C1C3636B;Ntsc;NES-TSROM;NES-TSROM-08;MMC3B;4;128;128;0;8;0;0;h;1;;0;;
C1D3082B;Famicom;;;;132;32;8;0;0;0;0;h;1;;0;;
C1D7AB1D;Famicom;NAMCOT-3302;3302;;0;16;8;0;0;0;0;v;1;;0;;
C1DF7A99;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
C1E91D3F;Pal;NES-NROM-256;NES-NROM-256-06;;0;32;8;0;0;0;0;v;1;;0;;
C1EEA751;Ntsc;;;;1;256;16;0;0;0;0;h;1;;0;;
C1F41743;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
C1FBF659;Famicom;KONAMI-VRC-4;352396;VRC4;23;128;128;0;0;0;0;h;1;;2;;
C20032F5;Ntsc;;;;281;512;512;0;0;0;0;h;1;;0;;
C20E9CA7;VsSystem;;;;99;32;16;0;2;0;0;4;5;;0;0;8
C226157D;Ntsc;;;;79;32;32;0;0;0;0;v;1;;0;;
C22BC87B;Famicom;HVC-TKROM;HVC-TKROM-03;MMC3C;4;128;128;0;0;8;1;h;1;;0;;
C22C23AB;Famicom;;;;1;128;128;0;0;0;0;h;19;;0;;
C22F3E9F;Ntsc;NES-SKEPROM;NES-SKEPROM-01;MMC1B2;1;128;128;0;0;8;1;h;1;;0;;
C22FF1D8;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
C23025CD;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
C23EF0C9;Ntsc;;;;281;512;512;0;0;0;0;h;1;;0;;
C247A23D;Ntsc;NES-TLROM;NES-TLROM-03;MMC3C;4;128;256;0;0;0;0;h;1;;0;;
C247CC80;Famicom;NAMCOT-175;60-25;175;210;512;128;0;0;2;1;v;1;;1;;
C24F5FE4;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
C2525C98;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
C256D5D3;Ntsc;;;;0;32;0;8;0;0;0;h;1;;0;;
C2595759;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
C26262F6;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
C267D861;Ntsc;;;;0;16;8;0;0;0;0;v;8;;0;;
C267E473;Dendy;;;;241;512;0;8;0;0;0;h;42;;0;;
C2730C30;Ntsc;NES-BNROM;NES-BN-ROM-01;;34;128;0;8;0;0;0;h;1;;2;;
C27DA417;Famicom;;;;222;128;256;0;0;0;0;h;1;;2;;
C2840372;Famicom;BANDAI-LZ93D50+24C02;DRAGON BALL Z-B;FCG-3;16;256;256;0;0;0;1;h;1;;5;;
C29558FE;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
C2A4612E;Ntsc;AVE-NINA-06;NINA-06;;79;32;32;0;0;0;0;v;1;;0;;
C2B02B71;Dendy;;;;163;1024;0;8;0;8;1;v;1;;0;;
C2B40597;Ntsc;;;;0;16;0;8;0;0;0;v;1;;0;;
C2CFD9D9;Famicom;;;;0;16;8;;0;0;0;v;;;;;
C2EF3422;Famicom;HVC-SNROM;HVC-SNROM-09;MMC1B2;1;256;0;8;0;8;1;h;33;;0;;
C2FAA42C;Ntsc;;;;4;128;256;0;0;0;0;h;1;;0;;
C30848D3;Pal;NES-NROM-256;NES-NROM-256-03;;0;32;8;0;0;0;0;v;1;;0;;
C30C9EC9;Famicom;HVC-SNROM;HVC-SNROM-07;MMC1A;1;256;0;8;0;8;1;h;1;;0;;
C313EF54;Ntsc;KONAMI-UNROM;351320;;2;128;0;8;0;0;0;v;1;;2;;
C3166E11;Ntsc;;;;176;512;512;0;0;0;0;h;1;;0;;
C31845AB;VsSystem;;;;99;32;16;0;2;0;0;4;7;;0;0;2
C326A098;Dendy;;;;176;1024;0;8;0;8;1;h;1;;1;;
C32B35A0;Ntsc;;;;52;256;256;0;0;0;0;h;1;;0;;
C32E9672;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
C3463A3D;Ntsc;NES-TSROM;NES-TSROM-08;MMC3C;4;128;128;0;8;0;0;h;1;;0;;
C35E9AA8;Dendy;;;;176;512;256;8;0;32;1;h;1;;0;;
C372399B;Famicom;NAMCOT-3406;LROG043-00;109;206;128;64;0;0;0;0;h;1;;0;;
C376EAC6;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
C37F225C;Famicom;IREM-UNROM;FC-00-002;;2;128;0;8;0;0;0;v;1;;2;;
C388DDD4;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
